Date,Open,High,Low,Close,Adj Close,Volume,diff
2017-01-11,508.29998779296875,515.5,506.6000061035156,513.2999877929688,427.0755615234375,19913918,5.0
2017-01-12,512.0,516.9000244140625,508.02899169921875,515.4000244140625,428.8228454589844,23620003,3.4000244140625
2017-01-13,515.7999877929688,521.2000122070312,515.0,518.0,430.9860534667969,28300981,2.20001220703125
2017-01-16,517.2999877929688,517.7000122070312,512.0999755859375,512.5999755859375,426.49322509765625,19326432,-4.70001220703125
2017-01-17,511.1000061035156,512.5999755859375,502.0,502.0,417.67376708984375,32334856,-9.100006103515625
2017-01-18,503.1000061035156,506.8999938964844,501.1000061035156,505.1000061035156,420.2530822753906,27657038,2.0
2017-01-19,504.6000061035156,505.07501220703125,480.0,499.1499938964844,415.3025207519531,28425393,-5.45001220703125
2017-01-20,499.75,503.8999938964844,497.15301513671875,498.3500061035156,414.6369323730469,27490489,-1.399993896484375
2017-01-23,494.04998779296875,498.3500061035156,485.04998779296875,487.1499938964844,405.318359375,28404349,-6.899993896484375
2017-01-24,488.6499938964844,493.7179870605469,484.80999755859375,489.70001220703125,407.4399719238281,25028032,1.050018310546875
2017-01-25,490.70001220703125,494.1000061035156,487.8500061035156,488.04998779296875,406.06707763671875,21598417,-2.6500244140625
2017-01-26,489.6499938964844,490.5,485.25,485.3999938964844,403.8622741699219,27240802,-4.25
2017-01-27,487.79998779296875,488.1499938964844,481.3500061035156,486.79998779296875,405.0270690917969,22529929,-1.0
2017-01-30,482.70001220703125,483.8500061035156,474.70001220703125,476.04998779296875,396.0829162597656,27283839,-6.6500244140625
2017-01-31,476.04998779296875,480.45001220703125,472.79998779296875,472.8500061035156,393.4204406738281,39307342,-3.199981689453125
2017-02-01,477.54998779296875,479.0,471.3999938964844,472.8999938964844,393.4620361328125,27816050,-4.649993896484375
2017-02-02,472.1499938964844,476.20001220703125,470.5429992675781,472.70001220703125,393.2956237792969,30916760,0.550018310546875
2017-02-03,474.79998779296875,480.45001220703125,473.1499938964844,478.6000061035156,398.20458984375,26158923,3.800018310546875
2017-02-06,479.04998779296875,482.95001220703125,475.6499938964844,476.54998779296875,396.4989318847656,25355109,-2.5
2017-02-07,464.0,468.25,456.25,457.1000061035156,380.316162109375,56714531,-6.899993896484375
2017-02-08,458.45001220703125,459.5,450.95001220703125,455.95001220703125,379.3593444824219,43741797,-2.5
2017-02-09,460.0,463.3500061035156,455.1719970703125,458.70001220703125,381.6473693847656,36555284,-1.29998779296875
2017-02-10,460.0,464.0,456.25,459.6000061035156,382.3961486816406,49022997,-0.399993896484375
2017-02-13,461.6499938964844,462.5,454.77301025390625,459.6000061035156,382.3961486816406,23024970,-2.04998779296875
2017-02-14,460.3500061035156,462.8500061035156,458.45001220703125,459.5,382.3129577636719,25636370,-0.850006103515625
2017-02-15,463.6499938964844,463.6499938964844,457.54998779296875,457.54998779296875,380.6905212402344,26671993,-6.100006103515625
2017-02-16,451.79998779296875,454.54998779296875,448.3500061035156,448.3999938964844,379.8507385253906,28226174,-3.399993896484375
2017-02-17,449.04998779296875,449.3500061035156,440.79998779296875,446.0,377.8176574707031,32799166,-3.04998779296875
2017-02-20,447.29998779296875,449.95001220703125,444.70001220703125,445.20001220703125,377.1399841308594,26702119,-2.0999755859375
2017-02-21,447.25,456.70001220703125,445.20001220703125,450.79998779296875,381.88385009765625,45845334,3.54998779296875
2017-02-22,452.0,454.0,445.5,447.70001220703125,379.2578125,33452253,-4.29998779296875
2017-02-23,448.8500061035156,453.3999938964844,447.8299865722656,450.3999938964844,381.54498291015625,35098875,1.54998779296875
2017-02-24,449.95001220703125,451.2749938964844,443.3999938964844,447.1000061035156,378.74951171875,29570668,-2.850006103515625
2017-02-27,450.0,453.6499938964844,447.79998779296875,451.5,382.4768371582031,31786373,1.5
2017-02-28,454.0,455.6449890136719,450.0,453.54998779296875,384.21337890625,47559258,-0.45001220703125
2017-03-01,458.95001220703125,472.6000061035156,455.54998779296875,464.6000061035156,393.5741882324219,51245511,5.649993896484375
2017-03-02,464.8999938964844,467.75,463.0589904785156,464.8500061035156,393.7860107421875,39339235,-0.04998779296875
2017-03-03,463.6000061035156,466.5,461.7699890136719,464.04998779296875,393.1082458496094,21062124,0.449981689453125
2017-03-06,462.6000061035156,463.0,457.5,462.79998779296875,392.04937744140625,21837003,0.199981689453125
2017-03-07,462.3500061035156,465.8500061035156,461.3500061035156,463.0,392.21881103515625,32538606,0.649993896484375
2017-03-08,464.1000061035156,464.1000061035156,460.1499938964844,460.70001220703125,390.2704162597656,25813112,-3.399993896484375
2017-03-09,455.95001220703125,457.31201171875,448.0,454.0,384.59466552734375,62197511,-1.95001220703125
2017-03-10,456.79998779296875,474.54998779296875,455.79998779296875,470.70001220703125,398.74163818359375,106615502,13.9000244140625
2017-03-13,466.04998779296875,470.93499755859375,461.95001220703125,463.5,392.642333984375,51641816,-2.54998779296875
2017-03-14,462.70001220703125,466.70001220703125,455.8500061035156,457.0,387.1360168457031,33322114,-5.70001220703125
2017-03-15,460.0,463.75,456.1499938964844,456.1499938964844,386.41595458984375,43320401,-3.850006103515625
2017-03-16,460.3500061035156,464.79998779296875,456.1499938964844,459.25,389.04205322265625,51146076,-1.100006103515625
2017-03-17,457.20001220703125,463.45001220703125,456.70001220703125,463.0,392.21881103515625,61210423,5.79998779296875
2017-03-20,461.20001220703125,461.45001220703125,456.8500061035156,461.1000061035156,390.6092834472656,65641813,-0.100006103515625
2017-03-21,462.1499938964844,464.70001220703125,456.25,458.3500061035156,388.2796630859375,32227351,-3.79998779296875
2017-03-22,458.1000061035156,458.31298828125,452.70001220703125,454.75,385.2299499511719,35002051,-3.350006103515625
2017-03-23,455.29998779296875,456.64599609375,450.57501220703125,456.6000061035156,386.7971496582031,30776510,1.300018310546875
2017-03-24,453.1000061035156,457.04998779296875,449.8999938964844,451.8500061035156,382.7732849121094,23814348,-1.25
2017-03-27,448.3999938964844,450.25,444.5,447.8999938964844,379.42724609375,28846589,-0.5
2017-03-28,448.79998779296875,453.9079895019531,446.79998779296875,453.45001220703125,384.1287536621094,28458033,4.6500244140625
2017-03-29,455.1000061035156,461.3500061035156,452.95001220703125,461.20001220703125,390.6940002441406,30722265,6.100006103515625
2017-03-30,462.75,466.0,453.84698486328125,461.6499938964844,391.0751953125,37466788,-1.100006103515625
